,0
i14_health_11,54.94027826797689
i12_health_24,51.79722475061765
vac,46.46963758289525
vac2_7,44.59160737837386
r1_9,44.59160737837386
r1_8,44.59160737837386
i14_health_96,42.665279661174374
i14_health_98,42.665279661174374
i14_health_99,42.665279661174374
i14_health_10,42.665279661174374
i14_health_9,42.665279661174374
i14_health_8,42.665279661174374
i14_health_7,42.665279661174374
i14_health_6,42.665279661174374
i12_health_9,42.665279661174374
i14_health_1,42.665279661174374
i14_health_5,42.665279661174374
i14_health_4,42.665279661174374
i14_health_3,42.665279661174374
i14_health_2,42.665279661174374
i1_health,42.589118198874296
i5_health_4,41.10861367562648
i5_health_99,41.10861367562648
i5_health_2,41.10861367562648
i5_health_1,41.10861367562648
i5_health_5,41.10861367562648
i5_health_3,41.10861367562648
Soc1_3,39.1655675886538
Soc1_1,39.1655675886538
Soc1_2,39.1655675886538
vac7,39.15256441216354
r1_6,38.8126242267754
r1_7,38.8126242267754
vac2_2,35.4317983393086
vac2_3,35.4317983393086
vac2_1,35.4317983393086
i10_health,35.11229171697657
i12_health_29,33.57605929448479
i12_health_28,33.57605929448479
i12_health_27,33.57605929448479
i7a_health,33.25283747886984
i13_health,33.25283747886984
i12_health_26,26.115951182360263
PHQ4_2,20.0267493916371
PHQ4_4,19.989597458807793
PHQ4_3,19.980309475600468
PHQ4_1,19.972879089034606
i12_health_23,18.629836717255216
r1_1,16.76109449594115
i12_health_25,16.76109449594115
i12_health_22,16.76109449594115
r1_2,16.76109449594115
d1_health_5,16.731372949677706
d1_health_10,16.731372949677706
d1_health_9,16.731372949677706
d1_health_7,16.731372949677706
d1_health_6,16.731372949677706
d1_health_8,16.731372949677706
d1_health_4,16.731372949677706
d1_health_3,16.731372949677706
d1_health_2,16.731372949677706
d1_health_12,16.731372949677706
d1_health_1,16.731372949677706
d1_health_11,16.731372949677706
d1_health_98,16.731372949677706
d1_health_13,16.731372949677706
d1_health_99,16.731372949677706
WCRex1,13.029182843237418
cantril_ladder,7.40252261623911
WCRex2,5.537495588207976
i2_health,3.7189084762134748
i12_health_2,1.8687422213140639
i12_health_11,1.8687422213140639
i11_health,1.8594542381067374
i9_health,1.8594542381067374
i12_health_8,0.0
i12_health_1,0.0
i12_health_3,0.0
i12_health_4,0.0
i12_health_5,0.0
i12_health_6,0.0
i12_health_7,0.0
qweek,0.0
i12_health_12,0.0
i12_health_13,0.0
i12_health_14,0.0
i12_health_15,0.0
i12_health_16,0.0
age,0.0
gender,0.0
state,0.0
household_size,0.0
employment_status,0.0
endtime,0.0
